loss,accuracy,val_loss,val_accuracy
0.3618227243423462,0.8610085844993591,0.2513072192668915,0.87890625
0.18226154148578644,0.9397293925285339,0.20528124272823334,0.8984375
0.13600832223892212,0.9532595276832581,0.1068367138504982,0.94921875
0.105714812874794,0.9600245952606201,0.21488627791404724,0.890625
0.10750025510787964,0.9606395959854126,0.08694721013307571,0.9765625
0.08854616433382034,0.9710947275161743,0.10503364354372025,0.95703125
0.10096970945596695,0.9637146592140198,0.10537326335906982,0.95703125
0.07062871754169464,0.9741697311401367,0.08305597305297852,0.97265625
0.06817184388637543,0.9797047972679138,0.10801756381988525,0.9765625
0.08087054640054703,0.9717097282409668,0.09583725780248642,0.9609375
0.07393214851617813,0.9735547304153442,0.07356518507003784,0.98046875
0.06813450902700424,0.9753997325897217,0.07929918169975281,0.9765625
0.061088524758815765,0.9809347987174988,0.1544085144996643,0.9375
0.06562353670597076,0.9753997325897217,0.07305019348859787,0.98046875
0.06114752218127251,0.9815497994422913,0.14906464517116547,0.92578125
0.0499880425632,0.9833948612213135,0.07827085256576538,0.96875
0.06451942771673203,0.9784747958183289,0.06436979025602341,0.984375
0.050984207540750504,0.9821648001670837,0.07546383887529373,0.97265625
0.03957762569189072,0.9858548641204834,0.06948693841695786,0.97265625
0.049124911427497864,0.9827798008918762,0.07561999559402466,0.984375
0.027771204710006714,0.9926199316978455,0.06416704505681992,0.984375
0.03754449635744095,0.9883148670196533,0.07115771621465683,0.984375
0.04247898980975151,0.9883148670196533,0.1175738200545311,0.9453125
0.039062488824129105,0.9889298677444458,0.07729151844978333,0.97265625
0.0447356179356575,0.9876998662948608,0.07684695720672607,0.9765625
0.04671528935432434,0.9821648001670837,0.09958590567111969,0.96875
0.042599037289619446,0.9846248626708984,0.08740163594484329,0.96484375
0.035492945462465286,0.9870848655700684,0.049277327954769135,0.984375
0.04048256576061249,0.9895448684692383,0.05791132524609566,0.984375
0.039545852690935135,0.9833948612213135,0.06596077978610992,0.9765625
0.0320562869310379,0.9883148670196533,0.11751479655504227,0.953125
0.03904750943183899,0.9852398633956909,0.1029515489935875,0.96875
0.0374084934592247,0.9889298677444458,0.05956325680017471,0.98046875
0.024374742060899734,0.9913899302482605,0.05720892176032066,0.98046875
0.02937787026166916,0.992004930973053,0.08355877548456192,0.95703125
0.03133149445056915,0.9901599287986755,0.0555005818605423,0.97265625
0.037315234541893005,0.9895448684692383,0.05065228044986725,0.97265625
0.03090761788189411,0.9901599287986755,0.06848357617855072,0.9765625
0.028236310929059982,0.9876998662948608,0.07816200703382492,0.96484375
0.03962390497326851,0.9846248626708984,0.03759929910302162,0.98828125
0.03272072225809097,0.9926199316978455,0.05511125177145004,0.9765625
0.032249752432107925,0.9883148670196533,0.04755578562617302,0.98046875
0.026019129902124405,0.9913899302482605,0.04136954993009567,0.984375
0.0320373959839344,0.992004930973053,0.05449974164366722,0.97265625
0.018582535907626152,0.9938499331474304,0.05448690056800842,0.98828125
0.026819538325071335,0.990774929523468,0.05341506004333496,0.984375
0.021310146898031235,0.9932349324226379,0.056558769196271896,0.984375
0.022993894293904305,0.9913899302482605,0.056295864284038544,0.984375
0.02595868706703186,0.9883148670196533,0.08608664572238922,0.953125
0.027547458186745644,0.9901599287986755,0.047198403626680374,0.98046875
0.031028656288981438,0.9901599287986755,0.06068434193730354,0.98828125
0.023397058248519897,0.9913899302482605,0.057674288749694824,0.98046875
0.020821847021579742,0.9926199316978455,0.05000999569892883,0.9921875
0.012430598959326744,0.9956949353218079,0.11057549715042114,0.9765625
0.02377701923251152,0.9926199316978455,0.08007162809371948,0.96875
0.03588883951306343,0.9858548641204834,0.043610915541648865,0.98828125
0.03148982673883438,0.9883148670196533,0.05760911852121353,0.97265625
0.029508136212825775,0.9870848655700684,0.04977415129542351,0.98046875
0.025197992101311684,0.9901599287986755,0.05176731199026108,0.9765625
0.029231199994683266,0.9883148670196533,0.06141592562198639,0.97265625
0.015114206820726395,0.9944649338722229,0.06151314079761505,0.97265625
0.024690087884664536,0.9926199316978455,0.07242070138454437,0.984375
0.026040256023406982,0.992004930973053,0.04213434085249901,0.984375
0.0331876277923584,0.9901599287986755,0.046268150210380554,0.98046875
0.022924212738871574,0.992004930973053,0.09365333616733551,0.9765625
